idAll_in,Molecule,idMol,State,Mass,Te,omega_e,omega_ex_e,Be,alpha_e,De,Re,D0,IP,Reference_date,Reference,Contributor,Updated_date,id_user
154,CaS,55,X $^1\\Sigma^+$,17.761769,0,462.23,1.78,0.17667,0.000837,1.02,2.3178,3.46,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
155,CaS,55,A $^1\\Sigma^+$,17.761769,15220.79,409.04,0.818,0.16666,0.000605,1.09,2.3864,\N,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
156,CF,56,X $^2\\Pi$,7.35459964,0,1308.1,11.1,1.4172,0.0184,65,1.2718,5.67,9.2,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
157,CF,56,a $^4\\Sigma^-$,7.35459964,22000,1324,11,1.302,0.013,\N,\N,\N,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
158,CF,56,A $^2\\Sigma^+$,7.35459964,42692.9,1780.4,30.73,1.7228,0.0189,68,1.1535,\N,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
159,CF,56,B $^2\\Delta$,7.35459964,49399.6,1153.34,19.4,1.3206,0.0228,40,1.3174,\N,\N,NOV 1974,\N,Jesus Perez Rios,2019-09-15,2
160,CH,57,X $^2\\Pi$,0.92974056,0,2858.5,63.02,14.457,0.534,14500,1.1199,3.46,10.64,AUG 1976,\N,Jesus Perez Rios,2019-09-15,2
161,CH,57,a $^4\\Sigma^-$,0.92974056,5844,3145,72,15.4,0.55,\N,1.085,\N,\N,AUG 1976,\N,Jesus Perez Rios,2019-09-15,2
162,CH,57,A $^2\\Delta$,0.92974056,23189.8,2930.7,96.65,14.934,0.697,15400,1.1019,\N,\N,AUG 1976,\N,Jesus Perez Rios,2019-09-15,2
163,CD,58,X $^2\\Pi$,1.7246361,0,2099.75,34.02,7.806,0.208,4200,1.119,3.5,10.64,AUG 1976,\N,Jesus Perez Rios,2019-09-15,2
164,CD,58,A $^2\\Delta$,1.7246361,23184.4,2203.3,78.5,8.032,0.26,4500,1.1032,\N,\N,AUG 1976,\N,Jesus Perez Rios,2019-09-15,2
165,ClF,59,X $^1\\Sigma^+$,12.3102869,0,186.15,6.161,0.51648,0.0043577,8.77,1.628313,2.617,12.66,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
166,ClF,59,B $^3\\Pi_0^+$,12.3102869,18826.4,363.1,8.64,0.3319,0.0047,10,2.031,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
167,ClO,60,X $^2\\Pi$,10.97493095,0,853.8,5.5,0.62345,0.0058,13.3,1.56963,2.751,11,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
168,ClO,60,X $^2\\Pi$,10.97493095,318,853.8,5.5,0.62345,0.0058,13.3,1.56963,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
169,ClO,60,A $^2\\Pi$,10.97493095,31650,519.5,7.2,0.445,0.006,13.1,1.858,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
170,ClO,60,A $^2\\Pi$,10.97493095,32169,519.5,7.2,0.445,0.006,13.1,1.858,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
171,CN,61,X $^2\\Sigma^+$,6.46219329,0,2068.59,13.087,1.89974,0.017369,64,1.17182,7.76,14.17,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
172,CN,61,A $^2\\Pi$,6.46219329,9245.28,1812.56,12.609,1.7151,0.01708,59.3,1.2333,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
173,CO,62,X $^1\\Sigma^+$,6.85620871,0,2169.81538,13.28831,1.93128,0.0175,61.2147,1.128323,11.092,14.014,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
174,CO,62,a $^3\\Pi$,6.85620871,48686.7,1743.41,14.36,1.69124,0.01904,63.6,1.20574,\N,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
175,CO,62,a\' $^3\\Sigma^+$,6.85620871,55825.49,1228.6,10.468,1.3446,0.01892,64.1,1.3523,\N,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
176,CO,62,d $^3\\Delta$,6.85620871,61120.1,1171.94,10.635,1.3108,0.01782,6.59,1.3696,\N,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
177,CO,62,e $^3\\Sigma^+$,6.85620871,64230.24,1117.72,10.686,1.2836,0.01753,67.7,1.384,\N,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
178,CO,62,A $^1\\Pi$,6.85620871,65075.77,1518.24,19.4,1.6115,0.02325,73.3,1.2353,\N,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
179,CoD,63,X$_1$ $4$,1.94754294,0,1373.22,17.59,3.7571,0.0747,1125,1.51785,3.2,\N,DEC 1974,\N,Jesus Perez Rios,2019-09-15,2
180,CoD,63,X$_2$ $3$,1.94754294,\N,\N,\N,3.7559,\N,1223,1.5181,\N,\N,DEC 1974,\N,Jesus Perez Rios,2019-09-15,2
181,CoD,63,A$_1$ $4$,1.94754294,22367.4,1180.9,32.7,3.394,0.106,1000,1.597,\N,\N,DEC 1974,\N,Jesus Perez Rios,2019-09-15,2
182,CP,64,X $^2\\Sigma^+$,8.64911823,0,1239.67,6.86,0.7986,0.00597,13.3,1.5622,5.28,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
183,CP,64,A $^2\\Pi$,8.64911823,6894.9,1061.99,6.035,0.7135,0.0058,13,1.653,\N,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
184,CP,64,A $^2\\Pi$,8.64911823,7053.2,1061.99,6.035,0.7135,0.0058,13,1.653,\N,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
185,CrH,65,X $6/\\Sigma^+$,0.98864215,0,1581.2,32,6.22,0.179,3470,1.6557,\N,\N,DEC 1974,\N,Jesus Perez Rios,2019-09-15,2
186,CrH,65,A $6/\\Sigma^+$,0.98864215,11611,1479.4,21.5,5.337,0.131,2470,1.787,\N,\N,DEC 1974,\N,Jesus Perez Rios,2019-09-15,2
187,CrO,66,X $^5\\Pi$,12.22902549,0,898.4,6.75,\N,\N,\N,1.615,4.4,\N,DEC 1974,\N,Jesus Perez Rios,2019-09-15,2
188,CrO,66,B $^5\\Pi$,12.22902549,16586,750.5,9.4,\N,\N,\N,1.703,\N,\N,DEC 1974,\N,Jesus Perez Rios,2019-09-15,2
189,CS,67,X $^1\\Sigma^+$,8.72519418,0,1285.08,6.46,0.82005,0.005924,14.3,1.534941,7.35,11.335,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
190,CS,67,a $^3\\Pi$,8.72519418,27661,1135.1,7.73,0.7851,0.0072,19.4,1.5687,\N,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
191,CS,67,a\' $^3\\Sigma^+$,8.72519418,31331.4,830.7,5.04,0.6489,0.006,15.8,1.7255,\N,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
192,CS,67,d $^3\\Delta$,8.72519418,35675,795.6,4.91,0.6367,0.0061,16.3,1.742,\N,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
193,CS,67,e $^3\\Sigma^-$,8.72519418,38683,752,4.7,0.6194,0.004,16.8,1.766,\N,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
194,CS,67,A $^1\\Pi$,8.72519418,38904.4,1073.4,10.1,0.78,0.0063,16.5,1.5739,\N,\N,OCT 1976,\N,Jesus Perez Rios,2019-09-15,2
195,CsH,68,X $^1\\Sigma^+$,1.00024037,0,891,12.93,2.7099,0.0579,1130,2.4938,1.81,\N,NOV 1976,\N,Jesus Perez Rios,2019-09-15,2
196,CsH,68,A $^1\\Sigma^+$,1.00024037,17845.8,165.7,-7.77,1.075,-0.021,980,3.96,\N,\N,NOV 1976,\N,Jesus Perez Rios,2019-09-15,2
197,CuF,69,X $^1\\Sigma^+$,14.5928363,0,622.65,3.95,0.3794,0.0032298,5.63,1.74493,4.42,\N,AUG 1975,\N,Jesus Perez Rios,2019-09-15,2
198,CuF,69,A $^1\\Pi$,14.5928363,17543.4,649.2,4,0.3675,\N,\N,1.773,\N,\N,AUG 1975,\N,Jesus Perez Rios,2019-09-15,2
199,CuH,70,X $^1\\Sigma^+$,0.99193919,0,1941.26,37.51,7.9441,0.2563,5200,1.46263,2.73,\N,JAN 1975,\N,Jesus Perez Rios,2019-09-15,2
200,CuH,70,A $^1\\Sigma^+$,0.99193919,23434.2,1698.4,44,6.874,0.263,4350,1.5724,\N,\N,JAN 1975,\N,Jesus Perez Rios,2019-09-15,2
201,CuD,71,X $^1\\Sigma^+$,1.95163876,0,1384.14,18.97,4.0381,0.0917,1362,1.46255,2.76,\N,JAN 1975,\N,Jesus Perez Rios,2019-09-15,2
202,CuD,71,A $^1\\Pi$,1.95163876,23412.9,1210.9,19.5,3.521,0.0096,1160,1.5663,\N,\N,JAN 1975,\N,Jesus Perez Rios,2019-09-15,2
203,CuI,72,X $^1\\Sigma^+$,42.0685643,0,264.5,0.6,0.07328742,0.0002839,0.22439,2.338324,3.27,\N,AUG 1975,\N,Jesus Perez Rios,2019-09-15,2
204,CuI,72,A $^1\\Pi$,42.0685643,19734.2,213.3,2.22,0.06761,0.00042,0.27,2.435,\N,\N,AUG 1975,\N,Jesus Perez Rios,2019-09-15,2
205,CuO,73,X$_1$ $^2\\Pi$,12.75337037,0,640.17,4.43,0.44454,0.00456,8.5,1.72437,2.79,\N,AUG 1975,\N,Jesus Perez Rios,2019-09-15,2
206,CuO,73,X$_2$ $^2\\Pi$,12.75337037,279.02,636.18,4.36,0.44415,0.00449,8.4,1.72513,\N,\N,AUG 1975,\N,Jesus Perez Rios,2019-09-15,2
207,CuO,73,A $^2\\Sigma^+$,12.75337037,16491.3,631.02,6,0.43387,0.00475,7.93,1.74543,\N,\N,AUG 1975,\N,Jesus Perez Rios,2019-09-15,2
208,CuS,74,X $^2\\Pi$,21.2007816,0,415,1.75,0.1891,\N,1.8,2.051,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
209,CuS,74,X $^2\\Pi$,21.2007816,433.4,413.4,1.65,\N,\N,\N,\N,2.8,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
210,CuS,74,A $^2\\Sigma^+$,21.2007816,17946.1,375.2,3.66,0.1806,\N,1.8,2.099,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
211,CuSe,75,X $^2\\Pi$,35.2065168,0,302.37,0.99,0.10774,\N,0.59,2.1081,2.55,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
212,CuSe,75,X $^2\\Pi$,35.2065168,1590.9,302.37,0.99,0.10775,\N,0.59,2.1081,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
213,CuSe,75,A $^2\\Sigma^+$,35.2065168,17960.4,253,2.74,0.10169,\N,0.7,2.1699,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
214,CuTe,76,X,42.3933,0,252.67,0.701,0.07205,0.00028,0.265,2.349,2.35,\N,OCT 1975,\N,Jesus Perez Rios,2019-09-15,2
215,CuTe,76,A,42.3933,15991.92,200.58,2.009,0.0673,0.00052,0.341,2.431,\N,\N,OCT 1975,\N,Jesus Perez Rios,2019-09-15,2
216,GaCl,77,X $^1\\Sigma^+$,23.1990149,0,365.3,1.2,0.1499045,0.0007936,1.01,2.20169,4.92,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
217,GaCl,77,A $^3\\Pi_0^+$,23.1990149,29527.2,395.3,2.3,0.15779,\N,\N,2.146,\N,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
218,GaF,78,X $^1\\Sigma^+$,14.8932747,0,622.2,3.2,0.3595161,0.0028642,5,1.774369,5.98,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
219,GaF,78,A $^3\\Pi_0^+$,14.8932747,33105.5,663.02,2.18,0.37098,0.00302,\N,1.7467,\N,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
220,GaH,79,X $^1\\Sigma^+$,0.99330124,0,1604.52,28.77,6.137,0.181,3420,1.663,2.84,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
221,GaH,79,a $^3\\Pi_0^-$,0.99330124,17333,1492.5,\N,6.358,0.22,2430,1.6338,\N,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
222,GaH,79,a $^3\\Pi_0^+$,0.99330124,17337.08,1640.54,62.72,6.394,0.276,2620,1.6292,\N,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
223,GaH,79,a $^3\\Pi_1$,0.99330124,17622.01,1631.17,58.22,6.692,0.326,4890,1.5925,\N,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
224,GaH,79,a $^3\\Pi_2$,0.99330124,\N,\N,\N,6.811,\N,6200,1.5785,\N,\N,JUL 1976,\N,Jesus Perez Rios,2019-09-15,2
225,GaH,79,A $^1\\Pi$,0.99330124,\N,\N,\N,5.1,\N,\N,1.82,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
226,GaO,80,X $^2\\Sigma^+$,12.98224643,0,767.5,6.24,0.4271,\N,3.7,1.7436,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
227,GaO,80,B $^2\\Sigma^+$,12.98224643,25706.9,762.9,3.44,0.4013,\N,2.9,1.7988,3.91,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
228,GeF,81,X $^2\\Pi_{0.5}$,15.1139772,0,665.67,3.15,0.36578,0.002675,4.47,1.7452,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
229,GeF,81,X $^2\\Pi_{1.5}$,15.1139772,934.33,667.33,3.15,0.3666,0.002675,4.5,1.7452,5,7.46,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
230,GeF,81,A $^2\\Sigma^+$,15.1139772,23316.65,413.03,1.124,0.32039,0.00307,7.78,1.86582,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
231,GeH,82,X $^2\\Pi$,0.99389799,0,1833.77,37,6.725,0.1916,3260,1.588,3.3,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
232,GeH,82,a $^4\\Sigma^-$,0.99389799,16747,\N,\N,6.7654,\N,4600,1.5834,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
233,GeH,82,A $^2\\Delta$,0.99389799,25454,1185.15,127,6.535,0.6196,5710,1.611,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
234,GeD,83,X $^2\\Pi$,1.95923588,0,1320.09,19,3.4145,0.0702,832,1.5874,3.3,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
235,GeD,83,A $^2\\Delta$,1.95923588,25460,1027.82,65.73,3.286,0.167,1400,1.6182,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
236,GeO,84,X $^1\\Sigma^+$,13.14962564,0,985.5,4.29,0.4856962,0.0030756,4.72,1.624648,6.78,11.1,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
237,GeO,84,a\' $^3\\Sigma^+$,13.14962564,27733,633.3,2.7,0.389,\N,\N,1.815,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
238,GeO,84,a $^3\\Pi_1$,13.14962564,32132,734.9,5.3,0.438,\N,\N,1.711,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
239,GeO,84,A $^1\\Pi$,13.14962564,37766.9,650.4,4.21,0.4133,0.0033,8.2,1.761,\N,\N,SEP 1976,\N,Jesus Perez Rios,2019-09-15,2
240,HF,85,X $^1\\Sigma^+$,0.95705545,0,4138.32,89.88,20.9557,0.798,21.51,0.916808,5.869,16.039,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
241,HF,85,B $^1\\Sigma^+$,0.95705545,84776.65,1159.18,18.005,4.0291,0.0177,1.932,2.09086,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
242,DF,86,X $^1\\Sigma^+$,1.8210454,0,2998.192,45.761,11.0102,0.3017,5940,0.91694,5.938,16.058,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
243,DF,86,B $^1\\Sigma^+$,1.8210454,84824,839.4,8.9,2.121,0.00712,554.3,2.0891,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
244,HfO,87,X $^1\\Sigma^+$,14.68923287,0,974.09,3.228,0.386537,0.001724,2.438,1.723071,8.19,7.55,JAN 1975,\N,Jesus Perez Rios,2019-09-15,2
245,HfO,87,A $^1\\Sigma^+$,14.68923287,16616.92,914.24,3.38,0.377985,0.001827,2.587,1.742454,\N,\N,JAN 1975,\N,Jesus Perez Rios,2019-09-15,2
246,HoF,88,X,17.0360178,0,645.28,2.603,0.26295,0.00145,1.78,1.9399,5.57,\N,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
247,HoF,88,A,17.0360178,19152.77,539.45,4.39,0.24591,0.00217,1.73,2.006,\N,\N,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
248,ICl,89,X $^1\\Sigma^+$,27.4146708,0,384.293,1.501,0.1141587,0.0005354,0.403,2.320878,2.1531,10.08,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
249,ICl,89,A $^3\\Pi_1$,27.4146708,13742,212.3,2.39,0.08483,\N,0.54,2.6923,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
250,IF,90,X $^1\\Sigma^+$,16.5245715,0,610.24,3.123,0.2797108,0.0018734,2.37,1.9098,2.879,10.5,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
251,IF,90,A $^3\\Pi_1$,16.52457,15706,380.5,3.8,\N,\N,\N,\N,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
252,IF,90,B $^3\\Pi_0^+$,16.52457,19052.2,411.34,2.825,0.22721,0.00139,2.8,2.1189,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
253,InCl,91,X $^1\\Sigma^+$,26.8097927,0,317.4,1.01,0.109058,0.0005178,0.514,2.401169,4.44,9.51,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
254,InCl,91,A $^3\\Pi_0^+$,26.8097927,27764.7,340.3,2,0.1155,0.000654,0.65,2.333,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
255,InF,92,X $^1\\Sigma^+$,16.3028614,0,535.35,2.64,0.26232411,0.00187977,2.52,1.985396,5.25,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
256,InF,92,A $^3\\Pi_0^+$,16.3028614,30445.86,575.2,3.676,0.2732,0.00202,2.5,1.9455,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
257,InH,93,X $^1\\Sigma^+$,0.99906241,0,1476.04,25.61,4.9945,0.1428,2230,1.838,2.48,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
258,InH,93,a $^3\\Pi_0^-$,0.99906241,16230,1303.42,\N,5.349,0.326,2810,1.776,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
259,InH,93,a $^3\\Pi_0^+$,0.99906241,16278.15,1458.57,61.03,5.329,0.2468,2770,1.7794,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
260,InH,93,a $^3\\Pi_1$,0.99906241,16941.61,1415.11,43.55,5.3996,0.2356,3210,1.7678,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
261,InH,93,a $^3\\Pi_2$,0.99906241,17800,1300.9,\N,5.489,0.332,3460,1.753,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
262,IO,94,X $^2\\Pi_{1.5}$,14.20458333,0,681.47,4.29,0.34026,0.002696,3.6,1.8676,1.8,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
263,IO,94,X $^2\\Pi_{1.5}$,14.20458333,2330,\N,\N,\N,\N,\N,\N,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
264,IO,94,A $^2\\Pi_{1.5}$,14.20458333,21557.81,514.57,5.52,0.27635,0.00273,3.2,2.0723,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
265,KH,95,X $^1\\Sigma^+$,0.98241434,0,983.6,14.32,3.4123,0.0817,1530,2.2425,1.86,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
266,KH,95,A $^1\\Sigma^+$,0.98241434,19052.8,228.2,-5.75,1.269,-0.0375,950,3.68,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
267,KD,96,X $^1\\Sigma^+$,1.91510699,0,706.6,7.73,1.7539,0.0318,470,2.2403,1.89,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
268,KD,96,A $^1\\Sigma^+$,1.91510699,19060,161,-3.3,0.659,-0.0127,270,3.65,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
269,LaO,97,X $^2\\Sigma^+$,14.3433002,0,812.75,2.22,0.3526,0.0014,2.6,1.8257,8.23,4.95,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
270,LaO,97,a\' $^2\\Delta$,14.3433002,7493.4,768,2.17,0.3435,0.0016,2.8,1.8485,\N,\N,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
271,LaO,97,a\' $^2\\Delta$,14.3433002,8191.2,771.6,2.3,0.3444,0.0017,2.8,1.8485,\N,\N,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
272,LaO,97,A $^2\\Pi$,14.3433002,12663.3,761.8,2.12,0.3463,\N,3.1,1.8422,\N,\N,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
273,LaO,97,A $^2\\Pi$,14.3433002,13525.6,757.17,2.01,0.3463,\N,3.1,1.8422,\N,\N,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
274,LaS,98,X $^2\\Sigma^+$,25.9899651,0,456.7,0.965,0.11693,0.00034,0.3,2.3552,5.91,\N,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
275,LaS,98,B $^2\\Sigma^+$,25.9899651,13790.17,410.075,0.94,0.11099,0.00034,0.31,2.4174,\N,\N,FEB 1975,\N,Jesus Perez Rios,2019-09-15,2
276,LiO,99,X $^2\\Pi$,4.8768325,0,851.5,12.5,1.202,0.0151,\N,1.695,3.49,8.45,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
277,LiO,99,A $^2\\Sigma^+$,4.8768325,2330,866.7,6.7,1.349,0.0199,\N,1.599,\N,\N,JAN 1977,\N,Jesus Perez Rios,2019-09-15,2
278,LuF,100,X $^1\\Sigma^+$,17.1373091,0,611.79,2.54,0.26764,0.00156,2.04,1.9171,\N,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
279,LuF,100,A $^1\\Sigma$,17.1373091,16164.66,587.9,2.58,0.26356,0.00162,2.08,1.9319,\N,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
280,LuF,100,B $^1\\Pi$,17.1373091,16799.9,576.08,2.5,0.26241,0.0016,2.03,1.9361,\N,\N,MAR 1976,\N,Jesus Perez Rios,2019-09-15,2
281,LuD,101,X $^1\\Sigma^+$,1.99117769,0,1075.35,10.3,2.3203,0.0356,433,1.9102,3.4,\N,MAR 1975,\N,Jesus Perez Rios,2019-09-15,2
282,LuD,101,A $^1\\Pi$,1.99117769,\N,\N,\N,\N,\N,\N,\N,\N,\N,MAR 1975,\N,Jesus Perez Rios,2019-09-15,2
283,LuD,101,B $^1\\Pi$,1.99117769,15306.3,988.54,12.1,2.2681,0.04,444,1.932,\N,\N,MAR 1975,\N,Jesus Perez Rios,2019-09-15,2
284,MgBr,102,X $^2\\Sigma^+$,18.3945343,0,373.8,1.34,0.1645,\N,\N,2.36,3.35,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
285,MgBr,102,A $^2\\Pi$,18.3945343,25766.9,393.9,2.04,0.1685,\N,\N,2.332,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
286,MgBr,102,A $^2\\Pi$,18.3945343,25877,393.9,2.04,0.1685,\N,\N,2.332,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
287,MgCl,103,X $^2\\Sigma^+$,14.226871,0,462.12,2.1,0.24502,0.00158,2.52,2.1991,3.29,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
288,MgCl,103,A $^2\\Pi_{1.5}$,14.226871,26469.4,491.6,2.54,0.24914,0.0018,2.25,2.1808,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
289,MgCl,103,A $^2\\Pi_{0.5}$,14.226871,26523.4,491.6,2.54,0.25116,0.0018,2.25,2.172,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
290,MgH,104,X $^2\\Sigma^+$,0.96718516,0,1495.2,31.889,5.8257,0.1859,3440,1.7297,1.34,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
291,MgH,104,A $^2\\Pi$,0.96718516,19226.8,1598.17,31.085,6.1913,0.1931,3600,1.6778,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
292,MgD,105,X $^2\\Sigma^+$,1.85807372,0,1077.89,16.12,3.0306,0.06289,921,1.7302,1.36,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
293,MgD,105,A $^2\\Pi$,1.85807372,19235.5,1154.75,16.675,3.219,0.06795,964,1.6778,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
294,MgO,106,X $^1\\Sigma^+$,9.9577628,0,785.06,5.18,0.5743,0.005,12.2,1.749,3.53,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
295,MgO,106,a $^3\\Pi$,9.9577628,2400,650,\N,0.5,\N,\N,1.87,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
296,MgO,106,A $^1\\Pi$,9.9577628,3563.3,664.44,3.91,0.5056,0.0046,11.8,1.864,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
297,MgS,107,X $^1\\Sigma^+$,13.7042725,0,528.74,2.704,0.26797,0.00176,2.76,2.1425,2.4,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
298,MgS,107,B $^1\\Sigma^+$,13.7042725,23052.59,497.34,2.333,0.25518,0.00155,2.69,2.1956,\N,\N,MAR 1977,\N,Jesus Perez Rios,2019-09-15,2
299,MnH,108,X $7/\\Sigma$,0.98966996,0,1548,28.8,5.6841,0.157,3039,1.7311,2.5,\N,OCT 1975,\N,Jesus Perez Rios,2019-09-15,2
300,MnH,108,A $7/\\Pi$,0.98966996,17597,1623,33,6.425,0.187,3620,1.628,\N,\N,OCT 1975,\N,Jesus Perez Rios,2019-09-15,2
301,MnD,109,X $7/\\Sigma$,1.94287387,0,1102.5,13.9,2.8957,0.0513,795,1.731,2.6,\N,OCT 1975,\N,Jesus Perez Rios,2019-09-15,2
302,MnD,109,A $7/\\Pi$,1.94287387,17602,1205,17,3.244,\N,951,1.635,\N,\N,OCT 1975,\N,Jesus Perez Rios,2019-09-15,2
303,MnO,110,X $6/\\Sigma$,12.38816716,0,839.6,4.7,0.435,\N,\N,1.769,3.7,\N,MAR 1975,\N,Jesus Perez Rios,2019-09-15,2
304,MnO,110,A $6/\\Sigma$,12.38816716,17949,762.8,9.6,0.39,\N,\N,1.868,\N,\N,MAR 1975,\N,Jesus Perez Rios,2019-09-15,2
305,NBr,111,X $^3\\Sigma^-$,11.89283845,0,691.75,4.72,0.444,0.004,\N,1.787,2.9,\N,MAY 1977,\N,Jesus Perez Rios,2019-09-15,2
